MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,FrstFlrSF,BsmtFinSF2_Flag,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RemodAdd,BuiltYear1,BuiltYear2,BuiltYear3,BuiltYear4,BuiltYear5,BsmtFTM_Flag,GasA_Flag,HasGrg,HasPool,SalePrice
120,4,69.0,56.0,1,2,1,2,1,1,4,1.0,7,5,2003,2003,1,1,1,3,4,3,1,4,3,1,1,0.0,0,37.48332962798263,37.48332962798263,5,1,5,37.48332962798263,0,0,2,0,2,1,4,6,1,1,4,1,2,2,21.863211109075447,3,3,12.165525060596439,6.0,0,0,0,3,2006,1,1,7.247792581767846,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,12.053795210084596
20,4,62.0,99.2874614440313,1,1,1,1,1,1,1,1.0,5,6,1968,1968,1,1,2,1,3,3,2,3,3,1,4,22.58317958127243,0,18.81488772222678,29.393876913398138,3,1,5,29.563490998188964,1,0,1,0,3,1,3,5,1,0,0,1,2,1,16.97056274847714,3,3,5.744562646538029,0.0,4,2,600,11,2009,1,1,6.773080375655535,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.77528972943772
60,4,69.0,132.4462154989715,1,2,1,1,1,1,1,2.0,7,7,1974,2003,1,1,4,1,4,3,2,3,3,4,5,11.180339887498949,1031,6.0,34.52535300326414,3,1,5,46.551047249229526,1,0,2,1,3,1,4,9,1,2,4,1,2,2,22.759613353482084,3,3,14.832396974191326,6.855654600401044,1,0,0,7,2007,1,1,7.323830566202317,32.109188716004645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,12.591335046320818
60,4,60.0,83.25262758616091,1,1,1,1,1,1,1,2.0,7,5,2003,2004,1,1,1,3,4,3,1,4,3,1,1,0.0,0,27.313000567495326,27.313000567495326,5,1,5,40.69397989875161,0,0,2,1,3,1,4,7,1,1,4,3,3,2,19.924858845171276,3,3,13.341664064126334,11.313708498984761,0,0,0,7,2008,1,1,6.633318433280377,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,12.016122061571728
50,2,52.0,78.99367063252599,1,1,1,1,1,1,1,1.8,6,6,1931,1950,1,1,4,1,3,3,3,3,2,1,5,20.615528128088304,0,21.42428528562855,29.732137494637012,3,1,4,36.9729630946723,0,0,1,0,3,1,3,6,1,1,4,2,1,1,23.664319132398465,3,3,0.0,0.0,0,0,0,11,2007,1,1,6.8658910748834385,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.755871643580617
20,4,91.0,119.59515040335039,1,2,1,2,1,1,1,1.0,8,5,1994,1994,2,1,2,2,4,3,1,4,3,4,2,36.24913792078372,0,25.92296279363144,44.56455991031439,5,1,5,44.57577817604534,1,0,2,0,2,1,4,7,1,1,3,1,3,2,26.28687885618983,3,3,16.186414056238647,6.0,0,0,0,8,2008,1,1,7.594381242551817,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12.616525295149378
30,4,56.0,63.71812928829596,1,1,1,2,2,1,1,1.0,5,8,1922,1950,1,1,4,1,3,3,1,2,3,1,1,0.0,0,29.393876913398138,29.393876913398138,5,1,5,29.393876913398138,0,0,1,0,2,1,3,4,1,0,0,0,0,0,0.0,0,3,0.0,9.797958971132712,0,0,0,7,2009,1,1,6.761572768804055,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,11.511924964636645
80,4,59.0,97.91322688993556,1,2,1,1,1,1,1,4.0,7,5,2005,2005,1,1,1,3,4,3,1,4,3,4,2,25.592967784139454,0,14.177446878757825,29.257477676655586,5,1,5,34.14674215792775,1,0,2,0,2,1,4,5,1,0,0,1,3,2,20.0,3,3,14.560219778561036,0.0,0,0,0,7,2008,1,1,7.061334366910438,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.154779351142624
20,4,65.0,98.74208829065749,1,1,1,4,1,1,1,1.0,6,8,1969,1969,1,1,2,1,3,3,2,4,3,1,3,24.535688292770594,438,3.7416573867739413,32.46536616149585,4,1,5,32.46536616149585,1,0,1,1,3,1,3,6,1,0,0,1,1,2,21.447610589527216,3,3,13.416407864998739,0.0,0,0,0,7,2008,1,1,6.960347729101308,20.92844953645635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.925035115797062
60,4,69.0,157.1050603895368,1,4,1,3,4,1,1,2.0,6,5,1999,1999,1,1,1,1,3,3,1,4,3,1,1,0.0,0,29.0,29.0,5,1,5,40.92676385936225,0,0,2,1,3,1,3,7,1,1,3,3,3,2,22.40535650240808,3,3,0.0,10.14889156509222,0,0,0,6,2009,1,1,6.79346613258001,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,12.106252310247962
20,4,80.0,97.97958971132712,1,1,1,1,1,1,1,1.0,5,6,1956,1956,2,1,3,1,3,3,2,3,3,1,5,22.44994432064365,0,23.366642891095847,32.4037034920393,4,1,5,32.4037034920393,0,0,1,0,2,1,3,5,1,0,0,1,1,1,18.384776310850235,3,3,0.0,0.0,0,0,0,6,2009,1,1,6.956545443151569,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.766792188927278
50,4,69.0,106.06601717798213,1,1,1,1,1,1,1,1.8,4,5,1957,1989,1,1,4,1,3,3,2,3,3,3,1,0.0,0,33.2264954516723,33.2264954516723,5,1,4,42.28474902373195,1,0,1,0,5,1,3,8,3,2,3,1,1,1,17.435595774162696,3,3,10.954451150103322,0.0,0,0,0,11,2009,1,1,7.00669522683704,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,11.992260421644849
70,4,60.0,116.25403218813531,1,1,1,1,1,1,1,2.0,6,6,1919,1950,4,1,4,1,3,3,1,3,3,1,1,0.0,0,27.640549922170507,27.640549922170507,5,1,4,42.708313008125245,0,0,1,0,3,1,3,8,1,1,4,2,1,2,22.80350850198276,3,1,0.0,0.0,2,0,0,7,2007,1,1,6.966024187106113,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,12.103486056755072
120,3,34.0,63.71812928829596,1,1,1,1,1,1,4,1.0,6,5,1998,1999,1,1,3,1,4,3,1,4,3,1,2,16.30950643030009,0,33.74907406137241,37.48332962798263,5,1,5,36.565010597564445,1,0,2,0,2,1,4,5,1,0,0,1,3,2,22.60530911091463,3,3,12.0,8.246211251235321,0,0,0,8,2008,3,3,7.198183577101943,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12.106252310247962
160,5,35.0,61.11464636239009,1,1,1,5,1,1,4,2.0,7,5,1999,1999,2,1,3,2,4,3,1,4,3,1,2,21.213203435596427,0,15.524174696260024,26.28687885618983,5,1,5,38.1051177665153,1,0,2,1,3,1,4,6,1,0,0,2,1,2,22.494443758403985,3,3,0.0,5.830951894845301,0,0,0,3,2006,1,1,6.569481420414296,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,12.122147410592412
190,2,60.0,100.59821071967433,1,2,2,1,2,1,2,2.5,7,4,1910,1950,2,1,4,1,2,3,2,3,3,1,1,0.0,0,30.4138126514911,30.4138126514911,3,0,3,43.46262762420146,0,0,1,1,4,2,3,9,1,1,4,2,1,1,17.549928774784245,3,1,0.0,0.0,1,0,0,1,2007,1,1,6.871091294610546,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.711776323715394
20,4,89.0,114.95216396397242,1,2,3,1,1,1,1,1.0,9,5,2008,2009,2,1,9,1,5,3,1,5,3,4,1,0.0,0,44.74371464239419,44.74371464239419,5,1,5,44.9221548904324,0,0,2,0,3,1,5,10,1,1,4,1,3,3,27.313000567495326,3,3,12.0,8.717797887081348,0,0,0,5,2010,1,1,7.609862200913554,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,12.84397135185964
50,4,69.0,118.74342087037917,1,2,1,1,1,1,1,1.8,8,9,1935,1997,1,1,9,2,3,4,2,3,3,2,5,13.856406460551018,0,23.15167380558045,26.981475126464083,5,1,5,58.71115737234278,0,0,3,1,4,1,4,11,1,2,4,3,1,3,31.843366656181317,3,3,17.72004514666935,3.4641016151377544,4,0,0,5,2008,1,1,7.584773077612199,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,12.850554654108839
50,4,78.0,106.50821564555478,1,1,1,1,2,1,1,1.8,5,5,1958,1958,1,1,3,2,3,3,2,3,3,1,4,21.447610589527216,0,20.346989949375804,29.563490998188964,3,1,4,39.03844259188627,0,0,1,1,3,1,3,7,1,0,0,1,1,1,17.74823934929885,3,3,0.0,0.0,4,0,0,7,2007,1,1,6.773080375655535,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.877568578558138
40,4,69.0,153.60664048145836,1,1,4,1,1,1,1,1.0,7,6,1979,1979,6,4,5,1,4,3,1,4,3,4,2,35.4682957019364,0,8.602325267042627,36.49657518178932,3,1,5,39.03844259188627,2,0,0,1,0,1,4,4,1,1,3,1,3,2,24.20743687382041,3,3,16.3707055437449,0.0,0,0,0,4,2010,1,1,7.194436851100335,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.468436909997665
20,4,69.0,95.68698971124549,1,2,1,1,5,1,1,1.0,6,7,1968,1968,2,1,7,1,3,3,2,3,3,1,1,0.0,0,38.58756276314948,38.58756276314948,4,1,5,38.58756276314948,0,0,2,0,3,1,4,7,1,1,4,1,2,2,21.494185260204677,3,3,0.0,0.0,0,0,0,8,2009,1,1,7.305860032684009,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,12.132156962580005
20,4,69.0,116.30133275246678,1,2,1,3,1,1,1,1.0,5,6,1965,1965,2,1,2,2,3,3,2,3,3,1,4,23.664319132398465,375,0.0,30.577769702841312,3,1,5,30.577769702841312,1,0,1,0,3,1,3,5,1,0,0,1,1,1,16.97056274847714,3,3,13.416407864998739,0.0,1,0,0,11,2006,1,1,6.840546529288687,19.364916731037084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.827736204810263
80,4,124.0,107.29398864801327,1,2,1,2,1,1,1,4.0,6,7,1959,2006,1,1,5,2,3,3,2,3,3,3,3,26.814175355583846,0,17.320508075688775,31.921779399024736,4,1,5,36.837480912787726,1,0,1,0,2,1,5,5,1,1,4,5,2,1,17.663521732655695,3,3,0.0,0.0,2,0,0,5,2008,1,1,7.213031659834869,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,12.083905011555967
50,4,53.0,73.22567855609124,1,1,1,2,1,1,1,1.8,5,6,1910,2003,1,1,4,1,3,3,1,3,3,1,1,0.0,0,25.709920264364882,25.709920264364882,5,1,5,35.35533905932738,0,0,2,0,3,1,3,8,1,1,4,2,1,2,23.49468024894146,3,3,15.556349186104045,0.0,0,0,0,11,2007,1,1,6.493753839851686,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.842229212112828
90,4,95.0,106.51291001564083,1,1,1,2,2,1,3,2.0,5,5,1948,1950,1,4,10,3,3,3,2,3,3,1,5,14.832396974191326,0,26.60826939130014,30.463092423455635,4,1,4,43.81780460041329,0,0,2,0,4,2,3,10,1,0,0,2,1,2,20.0,2,3,0.0,0.0,0,0,0,7,2007,1,1,6.833031732786201,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,11.827736204810263
60,4,69.0,113.73653766490345,1,2,1,3,1,1,1,2.0,6,6,1972,1972,1,1,2,1,3,3,2,3,4,1,4,24.351591323771842,0,11.40175425099138,26.888659319497503,3,1,5,37.3496987939662,0,1,1,1,3,1,3,6,1,1,3,1,1,2,22.293496809607955,3,3,17.146428199482248,10.770329614269007,0,0,0,12,2009,1,1,6.5998704992128365,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.99535161421452
80,4,69.0,133.68245958239996,1,2,1,3,1,1,1,4.0,6,5,1967,1976,1,1,2,2,3,3,2,4,3,3,3,22.978250586152114,0,33.94112549695428,40.98780306383839,2,1,5,41.52107898405339,1,0,1,1,3,1,3,7,1,1,4,1,2,2,21.908902300206645,3,3,0.0,0.0,0,0,0,6,2009,1,1,7.452402451223638,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,12.195517131590657
60,4,75.0,97.32933781753577,1,1,1,1,1,1,1,2.0,8,5,2002,2002,1,1,1,0,4,3,1,4,3,1,2,28.35489375751565,0,18.0,33.58571124749333,5,1,5,45.066617356974994,1,0,2,1,3,1,4,7,1,1,4,1,2,2,24.020824298928627,3,3,0.0,14.52583904633395,0,0,0,3,2008,1,1,7.028201432058005,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.375815420117268
50,1,60.0,86.60254037844386,1,1,1,1,1,1,1,1.8,4,4,1920,1950,1,1,3,1,3,4,2,3,3,1,1,0.0,0,26.419689627245813,26.419689627245813,3,1,4,33.58571124749333,0,0,1,0,2,1,3,6,1,0,0,2,2,2,22.978250586152114,3,3,5.477225575051661,0.0,0,0,0,4,2010,3,3,6.548219102762372,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.133128103610641
20,4,67.0,99.03534722511958,1,2,1,1,1,1,1,1.0,7,5,2002,2002,1,1,1,2,4,3,1,4,3,1,2,28.071337695236398,0,28.0178514522438,39.66106403010388,5,1,5,39.66106403010388,1,0,2,0,3,1,4,6,1,0,0,1,2,2,23.323807579381203,3,3,0.0,8.48528137423857,0,0,0,3,2009,1,1,7.360739903058278,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12.332705296463539
20,4,50.0,89.71621926942753,1,2,1,3,1,1,1,1.0,7,5,1990,1990,2,1,2,2,3,3,2,4,3,1,3,32.449961479175904,0,16.0,36.180105030251084,3,1,5,36.59234892706397,1,0,2,0,2,1,3,6,1,1,3,1,3,2,22.0,4,3,0.0,7.615773105863909,0,0,0,7,2006,1,1,7.199678345691172,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,12.100712129872347
20,4,61.0,93.8083151964686,1,2,1,1,1,1,1,1.0,5,7,1977,2008,1,1,2,1,3,3,2,4,3,2,5,23.065125189341593,144,19.078784028338912,32.2490309931942,3,1,5,32.2490309931942,0,0,2,0,3,1,4,5,1,0,0,2,1,2,22.0,3,3,0.0,0.0,0,0,0,9,2009,1,1,6.946975992135418,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,11.921718363171067
90,4,94.0,96.95359714832658,1,1,4,2,1,1,3,2.0,6,5,1971,1971,5,1,3,1,3,3,2,3,3,3,1,0.0,0,30.199337741083,30.199337741083,3,1,5,42.708313008125245,0,0,2,2,4,2,3,8,1,0,0,0,0,0,0.0,0,3,11.313708498984761,0.0,0,0,0,4,2010,1,1,6.815639990074331,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,11.842229212112828
50,4,50.0,98.17331613019904,1,1,1,1,2,1,1,1.8,6,7,1919,1990,1,1,4,1,3,3,1,3,3,1,1,0.0,0,28.35489375751565,28.35489375751565,5,1,5,49.467160824126545,0,0,2,0,4,1,4,10,3,1,4,2,1,1,18.33030277982336,3,3,16.492422502470642,0.0,0,0,0,3,2010,1,1,7.4377951216719325,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,12.037653993905211
50,2,50.0,77.45966692414834,1,1,1,1,1,1,1,1.8,6,6,1939,1950,1,1,3,1,3,2,2,3,3,1,1,0.0,0,27.92848008753788,27.92848008753788,5,1,3,37.57658845611187,0,0,1,0,4,1,3,6,1,1,4,2,1,1,16.73320053068151,3,3,6.708203932499369,0.0,0,0,0,5,2009,1,1,6.715383386334681,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.794337924408413
20,4,69.0,98.94442884771229,1,1,1,1,2,1,1,1.0,6,5,1963,1963,2,1,2,2,3,3,2,3,3,1,3,23.853720883753127,81,26.038433132583073,36.4417343165772,3,1,5,36.4417343165772,1,0,1,1,3,1,3,6,1,2,4,1,1,2,22.978250586152114,3,3,0.0,5.0990195135927845,0,0,0,6,2010,1,1,7.191429330036379,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.870599909242044
20,4,69.0,191.049731745428,1,2,4,1,1,1,1,1.0,5,5,1964,1964,1,1,4,4,3,4,2,3,3,3,5,28.495613697550013,0,28.495613697550013,40.29888335921977,2,1,5,39.774363602702685,0,1,2,0,4,1,3,7,1,0,0,1,1,2,19.748417658131498,3,1,12.96148139681572,14.071247279470288,0,0,0,6,2006,1,1,7.366445148327599,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.154779351142624
120,4,40.0,75.25955088890711,1,2,1,1,1,1,4,1.0,8,5,2000,2000,1,1,6,1,4,3,1,4,3,1,2,34.02939905434711,0,18.520259177452136,38.742741255621034,5,1,5,40.7308237088326,1,0,2,0,2,1,5,5,1,1,5,1,3,2,22.338307903688676,3,3,14.560219778561036,7.681145747868608,0,0,0,10,2009,1,1,7.413970290190444,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,12.535376392672774
60,4,86.0,105.19030373565806,1,2,1,1,1,1,1,2.0,8,5,2006,2006,1,1,1,3,4,3,1,4,3,2,1,0.0,0,32.93933818400121,32.93933818400121,5,1,5,44.384682042344295,0,0,2,1,3,1,5,8,1,1,4,3,3,3,27.440845468024488,3,3,13.30413469565007,8.602325267042627,0,0,0,10,2006,2,2,7.02108396428914,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,12.546109948315882
80,4,69.0,118.79393923933998,1,2,1,2,1,1,1,4.0,5,7,1964,1964,2,1,4,2,3,3,1,3,3,3,2,31.843366656181317,0,11.74734012447073,33.94112549695428,3,1,5,33.94112549695428,1,0,1,0,3,1,3,6,1,1,4,1,2,2,22.0,3,3,15.066519173319364,0.0,0,0,0,4,2010,1,1,7.049254841255837,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12.103486056755072
160,2,21.0,40.98780306383839,1,1,1,1,1,1,5,2.0,5,7,1972,1972,1,1,6,2,3,3,2,3,3,1,3,15.198684153570664,0,19.974984355438178,25.099800796022265,3,1,5,36.08323710533743,0,0,2,1,3,1,3,6,1,0,0,2,1,1,16.24807680927192,3,3,13.601470508735444,0.0,0,0,0,2,2009,1,1,6.4457198193855785,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.691071650353702
70,2,60.0,81.24038404635961,1,1,1,2,1,1,1,2.0,5,4,1892,1965,1,1,4,1,3,3,5,3,3,1,1,0.0,0,31.52776554086889,31.52776554086889,3,0,5,48.703182647543684,0,0,2,0,4,2,3,11,3,0,0,1,2,1,20.784609690826528,3,3,0.0,16.941074346097416,0,0,0,12,2009,1,1,7.228388451573604,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,11.585246126549855
60,4,78.0,100.69756700139284,1,1,1,1,1,1,1,2.0,7,5,1976,1976,1,1,2,1,3,3,1,4,3,1,2,13.92838827718412,0,25.25866188063018,28.844410203711913,3,1,5,40.792156108742276,0,0,2,1,4,1,3,8,1,1,3,1,2,2,22.978250586152114,3,3,0.0,5.291502622129181,4,0,0,3,2006,1,1,6.723832440821209,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.000891794590137
20,4,60.0,90.39911503991618,1,1,1,1,1,1,1,1.0,5,7,1955,1990,2,1,8,1,3,3,2,3,3,1,5,12.922847983320086,0,26.40075756488817,29.393876913398138,3,1,5,29.393876913398138,1,0,1,0,2,1,3,5,1,0,0,2,1,2,23.916521486202797,3,1,0.0,0.0,0,0,0,4,2006,1,1,6.761572768804055,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11.652687407345388
20,4,70.0,91.6515138991168,1,1,1,1,2,1,1,1.0,5,5,1968,1968,2,1,2,2,3,3,2,3,3,3,4,31.874754901018456,0,6.0,32.43454948045371,4,1,5,32.43454948045371,1,0,1,1,3,1,3,5,1,0,0,1,2,1,16.97056274847714,3,3,18.867962264113206,0.0,4,0,0,11,2006,1,1,6.9584483932976555,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.83862560460953
20,4,80.0,93.27379053088815,1,1,1,1,1,1,1,1.0,5,6,1963,1963,2,1,3,2,3,4,2,3,3,2,3,27.85677655436824,0,18.547236990991408,33.46640106136302,4,1,5,33.58571124749333,1,0,2,0,3,1,3,6,1,0,0,1,2,2,22.9128784747792,3,3,13.856406460551018,4.47213595499958,1,0,0,12,2008,1,1,7.028201432058005,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11.951180395901384
180,2,35.0,60.6217782649107,1,1,1,1,1,1,4,3.0,6,5,2005,2006,1,1,1,2,3,3,1,4,3,4,2,23.388031127053,0,0.0,23.388031127053,4,1,5,32.7414110874898,1,0,2,0,2,1,3,5,1,0,0,5,3,2,22.9128784747792,3,3,0.0,6.6332495807108,0,0,0,6,2006,2,2,6.977281341630747,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,11.84939770159144
60,4,313.0,252.75877828475117,1,4,2,2,2,1,1,2.0,10,5,2008,2008,2,4,9,3,5,3,1,5,3,4,2,75.1265598839718,0,21.587033144922902,78.16648898345122,5,1,5,75.11324783285569,2,0,2,1,3,1,5,12,1,3,4,1,3,2,37.656340767525464,3,3,14.628738838327793,17.08800749063506,0,0,0,1,2008,2,2,8.453614209773367,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,11.982929094215963
20,4,75.0,86.60254037844386,1,1,1,1,1,1,1,1.0,5,7,1959,1994,2,1,7,1,3,3,2,3,3,1,5,18.439088914585774,906,0.0,35.298725189445584,5,1,5,35.298725189445584,1,0,1,1,3,1,4,6,1,0,0,1,2,1,17.46424919657298,3,3,14.7648230602334,0.0,2,0,0,5,2010,1,1,7.1276936993473985,30.099833886584822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,11.944707881395766
